episode_idx,seed,total_reward,steps,landed,crashed,truncated,out_of_bounds,impact_speed,lateral_dist,final_h_agl
65,65,-2617.245460510254,154,False,True,False,False,11.991703987121582,14.976542472839355,0.28904426097869873
66,66,-4196.0500202178955,154,False,True,False,False,11.298318862915039,24.295516967773438,0.27602893114089966
67,67,-3755.6819763183594,155,False,True,False,False,11.051983833312988,21.78848648071289,0.26464179158210754
68,68,-2584.581506729126,156,False,True,False,False,10.783060073852539,13.962653160095215,0.28113484382629395
69,69,-3983.3792037963867,157,False,True,False,False,12.757598876953125,22.172433853149414,0.30225682258605957
70,70,-2511.8391466140747,157,False,True,False,False,10.619338989257812,14.315840721130371,0.3313613533973694
71,71,-3046.9744930267334,157,False,True,False,False,13.356359481811523,20.23931121826172,0.3139646351337433
72,72,-3878.3288612365723,157,False,True,False,False,12.018372535705566,22.754350662231445,0.30802908539772034
73,73,-1799.8589334487915,158,False,True,False,False,11.146085739135742,7.431085586547852,0.32826754450798035
74,74,-4712.3547439575195,159,False,True,False,False,12.302865982055664,26.29971694946289,0.340597003698349
75,75,-3994.928642272949,161,False,True,False,False,11.205413818359375,21.864749908447266,0.33826354146003723
76,76,-1401.1516609191895,161,False,True,False,False,11.076760292053223,5.878138065338135,0.2800937294960022
77,77,-3307.4123516082764,162,False,True,False,False,6.884262561798096,18.46230125427246,0.33541613817214966
78,78,-3309.89430809021,163,False,True,False,False,9.245479583740234,18.75588607788086,0.28596827387809753
79,79,-3857.655714035034,163,False,True,False,False,10.655105590820312,21.271072387695312,0.2891433835029602
80,80,-4287.340908050537,163,False,True,False,False,12.484408378601074,25.591779708862305,0.31044286489486694
81,81,-4544.588636398315,165,False,True,False,False,10.691164016723633,25.361515045166016,0.3075008690357208
82,82,-3048.1859130859375,165,False,True,False,False,11.784748077392578,15.594021797180176,0.3228001594543457
83,83,-2039.7419929504395,166,False,True,False,False,11.646482467651367,8.44985580444336,0.3193991184234619
84,84,-1542.476351737976,167,False,True,False,False,11.233616828918457,3.5295088291168213,0.28806763887405396
85,85,-3860.027240753174,167,False,True,False,False,9.222509384155273,16.983657836914062,0.34001314640045166
86,86,-4667.8801555633545,168,False,True,False,False,4.665627956390381,27.497610092163086,0.3326719403266907
87,87,-2826.025918006897,170,False,True,False,False,10.631938934326172,12.875019073486328,0.2814352512359619
88,88,-2517.747755050659,170,False,True,False,False,13.04914665222168,7.588332176208496,0.2761806547641754
89,89,-4631.896926879883,170,False,True,False,False,10.258974075317383,25.230377197265625,0.2800215780735016
90,90,-4729.157638549805,170,False,True,False,False,11.11526870727539,25.862268447875977,0.3454013466835022
91,91,-3319.6343727111816,171,False,True,False,False,10.410171508789062,16.503236770629883,0.30855563282966614
92,92,-5803.757068634033,171,False,True,False,False,11.52808666229248,33.14628219604492,0.32800692319869995
93,93,-4116.817300796509,173,False,True,False,False,10.491840362548828,20.657432556152344,0.27291131019592285
94,94,-4815.419382095337,175,False,True,False,False,12.858758926391602,24.389625549316406,0.34981274604797363
95,95,-3709.510467529297,176,False,True,False,False,11.301766395568848,16.890872955322266,0.3284197151660919
96,96,-4684.066596984863,177,False,True,False,False,9.79758358001709,25.311328887939453,0.2880313992500305
97,97,-1995.7009754180908,178,False,True,False,False,8.154131889343262,9.542014122009277,0.3221222162246704
98,98,-2873.2777976989746,179,False,True,False,False,7.940883636474609,14.067710876464844,0.31706732511520386
99,99,-3169.893657684326,180,False,True,False,False,10.712979316711426,13.412287712097168,0.30345794558525085
100,100,-3395.508623123169,181,False,True,False,False,7.047611236572266,16.67312240600586,0.29641473293304443
101,101,-2153.4966888427734,182,False,True,False,False,9.532408714294434,7.392538070678711,0.34877294301986694
102,102,-3217.2445793151855,183,False,True,False,False,10.652724266052246,17.09160804748535,0.28056755661964417
103,103,-2731.257016181946,184,False,True,False,False,9.444114685058594,11.245028495788574,0.34316274523735046
104,104,-3648.075527191162,186,False,True,False,False,12.30225658416748,13.546923637390137,0.2970539629459381
105,105,-2531.976287841797,188,False,True,False,False,9.094952583312988,8.817732810974121,0.31452062726020813
106,106,-3426.820322036743,189,False,True,False,False,8.670101165771484,16.983776092529297,0.33563432097435
107,107,-4458.5650806427,192,False,True,False,False,8.13906478881836,19.866193771362305,0.30938056111335754
108,108,-3228.0204639434814,107,False,True,False,False,13.24681568145752,26.89747428894043,0.3115820586681366
109,109,-2718.716449737549,203,False,True,False,False,3.927845001220703,10.221633911132812,0.34002020955085754
110,110,-2666.87326335907,207,False,True,False,False,9.216238021850586,4.501282215118408,0.3438482880592346
111,111,-5725.250453948975,209,False,True,False,False,10.5110502243042,31.725658416748047,0.34295111894607544
112,112,-6351.335649490356,210,False,True,False,False,9.636520385742188,31.902679443359375,0.3253158926963806
113,113,-1918.007246017456,121,False,True,False,False,11.066113471984863,13.97488021850586,0.2800107002258301
114,114,-6875.267459869385,213,False,True,False,False,6.595658779144287,34.16722869873047,0.31721991300582886
115,115,-1374.861138343811,85,False,True,False,False,10.155593872070312,13.760339736938477,0.33910611271858215
116,116,-3690.887924194336,114,False,True,False,False,11.39449405670166,30.03404998779297,0.2921281158924103
117,117,-6744.561492919922,217,False,True,False,False,13.477044105529785,35.792396545410156,0.32185161113739014
118,118,-4465.992350578308,217,False,True,False,False,13.651327133178711,8.894262313842773,0.30135220289230347
119,119,-3138.052396774292,219,False,True,False,False,8.591219902038574,15.59122371673584,0.34431418776512146
120,120,-2614.9790840148926,114,False,True,False,False,12.332499504089355,20.3145751953125,0.25993841886520386
121,121,-1839.2596759796143,97,False,True,False,False,11.14957046508789,16.262928009033203,0.2896641492843628
122,122,-3935.2131061553955,134,False,True,False,False,10.45030689239502,27.64470100402832,0.2840205729007721
123,123,-2531.853219985962,103,False,True,False,False,10.040854454040527,21.16968536376953,0.314003586769104
124,124,-4187.55613899231,142,False,True,False,False,11.32511043548584,26.860769271850586,0.3359401226043701
125,125,-1500.0639553070068,116,False,True,False,False,11.88240909576416,8.4503812789917,0.31652140617370605
126,126,-1503.4848279953003,120,False,True,False,False,10.512016296386719,9.526900291442871,0.3486258089542389
127,127,-1753.861886024475,116,False,True,False,False,12.728202819824219,12.44227123260498,0.25107845664024353
128,128,-2489.243362426758,120,False,True,False,False,9.73872184753418,18.853328704833984,0.2936306297779083
129,129,-925.5345497131348,117,False,True,False,False,12.690413475036621,2.339439630508423,0.33995065093040466
130,130,-3989.215160369873,123,False,True,False,False,10.812870979309082,30.683305740356445,0.3013540804386139
131,131,-2444.8615589141846,106,False,True,False,False,11.859328269958496,20.39902687072754,0.28098753094673157
132,132,-1562.125259399414,112,False,True,False,False,11.417369842529297,10.95152473449707,0.3108231723308563
133,133,-2470.473587036133,127,False,True,False,False,11.383411407470703,16.472440719604492,0.32493293285369873
134,134,-3550.057233810425,145,False,True,False,False,11.060267448425293,21.883438110351562,0.32971706986427307
135,135,-3010.602731704712,128,False,True,False,False,9.968448638916016,20.410037994384766,0.31852588057518005
136,136,-1410.0428667068481,106,False,True,False,False,10.639535903930664,10.971826553344727,0.3292279839515686
137,137,-3318.0090198516846,154,False,True,False,False,7.7545485496521,17.89504051208496,0.3092414140701294
138,138,-1563.0397987365723,120,False,True,False,False,12.263941764831543,9.041650772094727,0.24941937625408173
139,139,-2466.580202102661,113,False,True,False,False,10.157061576843262,19.381467819213867,0.33401602506637573
140,140,-3360.4569549560547,157,False,True,False,False,10.977962493896484,18.854679107666016,0.3252866268157959
141,141,-2584.757052898407,264,False,True,False,False,3.5489695072174072,4.9455718994140625,0.33216363191604614
142,142,-3635.434892654419,150,False,True,False,False,8.95235824584961,24.121994018554688,0.30470961332321167
143,143,-3350.330463409424,134,False,True,False,False,13.744058609008789,23.194156646728516,0.25634050369262695
144,144,-3967.3719120025635,141,False,True,False,False,13.269521713256836,25.80588150024414,0.2590145766735077
145,145,-2919.8637981414795,140,False,True,False,False,12.369379997253418,15.233671188354492,0.32929596304893494
146,146,-3904.094020843506,134,False,True,False,False,11.06615161895752,28.26946258544922,0.3202228546142578
147,147,-1789.061785697937,114,False,True,False,False,10.494492530822754,12.847053527832031,0.307781845331192
148,148,-1179.7393832206726,137,False,True,False,False,11.187009811401367,4.747193813323975,0.33473801612854004
149,149,-1739.5684413909912,105,False,True,False,False,9.628473281860352,13.969701766967773,0.2710154354572296
150,150,-2534.680732727051,147,False,True,False,False,10.674525260925293,15.169410705566406,0.3441014289855957
151,151,-7110.417325973511,276,False,True,False,False,5.073396682739258,25.24771499633789,0.3454262912273407
152,152,-2843.356845855713,111,False,True,False,False,12.172212600708008,22.138540267944336,0.292375385761261
153,153,-2388.040590286255,136,False,True,False,False,11.289061546325684,14.121898651123047,0.2842477262020111
154,154,-1924.3960933685303,146,False,True,False,False,11.014025688171387,10.401972770690918,0.2874150276184082
155,155,-3268.0223636627197,135,False,True,False,False,13.654204368591309,21.612117767333984,0.28880953788757324
156,156,-3258.6676902770996,161,False,True,False,False,12.492780685424805,16.868982315063477,0.2629869878292084
157,157,-1500.0714206695557,116,False,True,False,False,13.953510284423828,8.65416431427002,0.23520906269550323
158,158,-3342.0036659240723,139,False,True,False,False,10.514488220214844,21.720678329467773,0.2874644994735718
159,159,-3137.526165008545,153,False,True,False,False,11.256345748901367,17.528465270996094,0.2846498191356659
160,160,-3206.648431777954,136,False,True,False,False,13.968524932861328,19.4025936126709,0.28016799688339233
161,161,-3178.1376762390137,153,False,True,False,False,12.025297164916992,16.886709213256836,0.27989453077316284
162,162,-4009.57120513916,163,False,True,False,False,11.423337936401367,21.4747257232666,0.2762686014175415
163,163,-2621.1031074523926,87,False,True,False,False,11.571765899658203,27.51653480529785,0.3360852003097534
164,164,-2714.228868484497,112,False,True,False,False,12.707911491394043,20.76869773864746,0.2865745723247528
165,165,-1386.4821577072144,131,False,True,False,False,11.077427864074707,7.363559246063232,0.3453729450702667
166,166,-3221.752920150757,129,False,True,False,False,10.754132270812988,23.035985946655273,0.290570467710495
167,167,-2849.300199508667,129,False,True,False,False,12.152194023132324,20.01338005065918,0.2651386260986328
168,168,-1367.6380100250244,124,False,True,False,False,11.294171333312988,9.303528785705566,0.280223548412323
169,169,-1509.8506650924683,157,False,True,False,False,10.91541576385498,5.65526819229126,0.27141350507736206
170,170,-839.0111055374146,132,False,True,False,False,10.539475440979004,1.6619150638580322,0.2698063552379608
171,171,-3120.9441051483154,165,False,True,False,False,11.382058143615723,15.52772045135498,0.2770805358886719
172,172,-3486.5073432922363,130,False,True,False,False,10.546360969543457,24.905561447143555,0.26201096177101135
173,173,-1704.2058849334717,106,False,True,False,False,12.867972373962402,12.405978202819824,0.249042809009552
174,174,-2566.7882041931152,104,False,True,False,False,10.241491317749023,23.367162704467773,0.2909250855445862
175,175,-1617.375714302063,113,False,True,False,False,10.870617866516113,12.218157768249512,0.27460843324661255
176,176,-3974.232967376709,126,False,True,False,False,9.704682350158691,29.51272201538086,0.3050164580345154
177,177,-1819.3139781951904,119,False,True,False,False,9.683293342590332,13.799138069152832,0.3270879089832306
178,178,-3360.71293258667,160,False,True,False,False,10.535645484924316,17.582406997680664,0.3457188904285431
179,179,-3792.6542110443115,144,False,True,False,False,9.808485984802246,23.558053970336914,0.28745555877685547
180,180,-2871.533227920532,159,False,True,False,False,11.176304817199707,15.175161361694336,0.3181169331073761
181,181,-2140.964461326599,159,False,True,False,False,12.137792587280273,11.133455276489258,0.29903554916381836
182,182,-6732.691091537476,303,False,True,False,False,4.015298843383789,17.874780654907227,0.33643895387649536
183,183,-2343.791974067688,150,False,True,False,False,11.420587539672852,12.235787391662598,0.30309125781059265
184,184,-2396.4543228149414,152,False,True,False,False,11.104023933410645,12.891253471374512,0.31760239601135254
185,185,-3919.418375015259,155,False,True,False,False,9.483055114746094,22.463428497314453,0.32365548610687256
186,186,-3874.0661907196045,150,False,True,False,False,12.960710525512695,24.50619888305664,0.3133641481399536
187,187,-3811.5698375701904,165,False,True,False,False,9.712915420532227,19.205829620361328,0.27385902404785156
188,188,-4053.967264175415,161,False,True,False,False,10.351752281188965,23.054290771484375,0.3270531892776489
189,189,-1719.8289279937744,157,False,True,False,False,13.49517822265625,7.067429065704346,0.3454759418964386
190,190,-2483.7747898101807,143,False,True,False,False,11.411735534667969,14.618696212768555,0.3155212700366974
191,191,-3570.8157291412354,140,False,True,False,False,9.76111888885498,22.976430892944336,0.33759602904319763
192,192,-2437.4826669692993,155,False,True,False,False,10.849658012390137,13.18359088897705,0.2815230190753937
193,193,-4456.180892944336,185,False,True,False,False,11.552371978759766,22.72606086730957,0.3303651809692383
194,194,-3799.4574489593506,168,False,True,False,False,9.345211029052734,21.14157485961914,0.2982884645462036
195,195,-3378.4599990844727,151,False,True,False,False,11.595582962036133,17.27476692199707,0.32072246074676514
196,196,-2873.2260341644287,138,False,True,False,False,10.867386817932129,18.3905029296875,0.3148363530635834
197,197,-4510.6103229522705,197,False,True,False,False,8.412729263305664,21.1533203125,0.2829340994358063
198,198,-3162.3997859954834,170,False,True,False,False,10.193071365356445,15.886396408081055,0.34412702918052673
199,199,-2501.2425575256348,152,False,True,False,False,11.889639854431152,12.775521278381348,0.28390082716941833
200,200,-2969.908250808716,142,False,True,False,False,12.242416381835938,19.863292694091797,0.26642629504203796
201,201,-3161.2482318878174,114,False,True,False,False,11.606919288635254,26.161760330200195,0.275286465883255
202,202,-3586.8134202957153,206,False,True,False,False,4.706923007965088,14.165234565734863,0.34496015310287476
203,203,-4868.378398895264,167,False,True,False,False,11.609752655029297,25.730735778808594,0.26233386993408203
204,204,-3846.888252258301,163,False,True,False,False,11.053468704223633,20.611148834228516,0.32935237884521484
205,205,-4268.219495773315,172,False,True,False,False,10.308857917785645,22.246421813964844,0.27171340584754944
206,206,-2723.3042640686035,149,False,True,False,False,11.151346206665039,16.05035972595215,0.3462664484977722
207,207,-3599.343589782715,168,False,True,False,False,10.29813289642334,20.69579315185547,0.31912848353385925
208,208,-1465.9344234466553,149,False,True,False,False,12.595254898071289,1.6252191066741943,0.25685930252075195
209,209,-4692.569717407227,169,False,True,False,False,10.35958480834961,25.162418365478516,0.3177446722984314
210,210,-2615.290461540222,182,False,True,False,False,9.626005172729492,10.887933731079102,0.30569198727607727
211,211,-2469.909550666809,155,False,True,False,False,13.069663047790527,14.404768943786621,0.24980340898036957
212,212,-2984.804334640503,127,False,True,False,False,9.75243091583252,21.76491928100586,0.2824038565158844
213,213,-2592.887722015381,140,False,True,False,False,12.57336711883545,16.678627014160156,0.2760016918182373
214,214,-1649.3622283935547,129,False,True,False,False,13.541549682617188,8.498213768005371,0.33703237771987915
215,215,-2345.848056793213,145,False,True,False,False,12.262195587158203,13.072129249572754,0.275790810585022
216,216,-3604.8362407684326,125,False,True,False,False,11.901787757873535,25.61050796508789,0.25709280371665955
217,217,-3831.2350368499756,180,False,True,False,False,9.528303146362305,19.957828521728516,0.288604199886322
218,218,-707.5486187934875,107,False,True,False,False,10.269440650939941,3.47092866897583,0.3097285032272339
219,219,-4551.563882827759,356,False,True,False,False,3.0062854290008545,8.584494590759277,0.338436096906662
220,220,-1513.4050130844116,180,False,True,False,False,7.363987922668457,5.170731544494629,0.32591623067855835
221,221,-3469.5885524749756,359,False,True,False,False,3.706167221069336,8.282036781311035,0.34467923641204834
222,222,-5777.7246170043945,232,False,True,False,False,6.935686111450195,26.115236282348633,0.3270256519317627
223,223,-6788.872884750366,249,False,True,False,False,3.578625202178955,24.60769271850586,0.34151124954223633
224,224,-4759.322048187256,150,False,True,False,False,10.905037879943848,29.113819122314453,0.2876155376434326
225,225,-2396.532934188843,158,False,True,False,False,11.000743865966797,11.643798828125,0.3094054162502289
226,226,-2639.2545795440674,157,False,True,False,False,11.459769248962402,13.579910278320312,0.2626440227031708
227,227,-1828.8113708496094,137,False,True,False,False,11.215105056762695,10.004541397094727,0.26500338315963745
228,228,-2056.1364307403564,131,False,True,False,False,12.876344680786133,14.16150951385498,0.2655290365219116
229,229,-1448.6434783935547,99,False,True,False,False,11.220948219299316,13.32183837890625,0.3067934513092041
230,230,-3195.733766555786,154,False,True,False,False,12.158278465270996,19.35371208190918,0.2762400507926941
231,231,-1714.5948390960693,128,False,True,False,False,9.96927547454834,11.136594772338867,0.31779858469963074
232,232,-5160.7799243927,170,False,True,False,False,9.781031608581543,27.995887756347656,0.33026576042175293
233,233,-3829.718667984009,151,False,True,False,False,11.050451278686523,22.709230422973633,0.32918286323547363
234,234,-4372.226194381714,150,False,True,False,False,11.801828384399414,26.12714958190918,0.26945021748542786
235,235,-3102.8271446228027,131,False,True,False,False,10.401827812194824,20.586759567260742,0.3014289438724518
236,236,-2745.7335624694824,126,False,True,False,False,10.257162094116211,19.45380210876465,0.29716241359710693
237,237,-5861.942018508911,386,False,True,False,False,4.976507663726807,9.908100128173828,0.34447336196899414
238,238,-3032.089086532593,130,False,True,False,False,10.115013122558594,21.195877075195312,0.3007795214653015
239,239,-1840.6198425292969,113,False,True,False,False,9.613286972045898,14.110088348388672,0.31951847672462463
240,240,-2746.9008560180664,125,False,True,False,False,10.387845039367676,19.758317947387695,0.3139509856700897
241,241,-923.5144033432007,98,False,True,False,False,10.480627059936523,6.525700092315674,0.2743569016456604
242,242,-2180.6315422058105,107,False,True,False,False,11.660853385925293,17.084623336791992,0.28559616208076477
243,243,-5445.152723312378,248,False,True,False,False,12.995434761047363,22.96485710144043,0.3203469216823578
244,244,-5224.804515838623,245,False,True,False,False,13.764524459838867,19.899816513061523,0.29737064242362976
245,245,-3305.69838142395,143,False,True,False,False,12.12459945678711,20.45311737060547,0.30376094579696655
246,246,-1831.5566854476929,140,False,True,False,False,11.248656272888184,10.016515731811523,0.33710604906082153
247,247,-1839.0121440887451,101,False,True,False,False,11.61865520477295,14.898579597473145,0.3353736698627472
248,248,-2386.616746902466,111,False,True,False,False,11.228987693786621,18.858915328979492,0.3015690743923187
249,249,-5667.543640136719,259,False,True,False,False,13.88406753540039,22.204547882080078,0.2846131920814514
250,250,-1623.7358655929565,111,False,True,False,False,9.586019515991211,12.502809524536133,0.27339160442352295
251,251,-2857.9675483703613,141,False,True,False,False,11.646642684936523,14.085481643676758,0.3207452893257141
252,252,-6667.49995803833,240,False,True,False,False,12.193171501159668,27.094972610473633,0.3294215798377991
253,253,-2472.2982902526855,120,False,True,False,False,9.613316535949707,18.61182975769043,0.3383650481700897
254,254,-2140.5657653808594,148,False,True,False,False,13.24864673614502,11.692423820495605,0.3184376060962677
255,255,-3476.356283187866,148,False,True,False,False,12.992629051208496,20.61920738220215,0.31936269998550415
256,256,-1742.4631233215332,108,False,True,False,False,10.80894660949707,14.013422012329102,0.3270736336708069
257,257,-3336.9550075531006,164,False,True,False,False,11.829646110534668,16.894786834716797,0.25409263372421265
258,258,-3770.618013381958,174,False,True,False,False,9.822776794433594,19.176956176757812,0.28285908699035645
259,259,-2690.2404136657715,176,False,True,False,False,9.953897476196289,12.142121315002441,0.3064044117927551
260,260,-3172.512466430664,133,False,True,False,False,11.8818998336792,21.487937927246094,0.2967168092727661
261,261,-3316.770195007324,132,False,True,False,False,13.744422912597656,21.95830726623535,0.3290556073188782
262,262,-1892.9296245574951,121,False,True,False,False,11.87645435333252,12.245677947998047,0.33422982692718506
263,263,-3006.1758098602295,129,False,True,False,False,10.042694091796875,21.156152725219727,0.3419887125492096
264,264,-2498.2019901275635,151,False,True,False,False,11.812779426574707,10.93860912322998,0.33308711647987366
265,265,-3027.1241512298584,130,False,True,False,False,13.424667358398438,21.46078872680664,0.2623283863067627
266,266,-2095.6943283081055,87,False,True,False,False,11.137153625488281,21.59658432006836,0.3328229486942291
267,267,-1514.2704696655273,143,False,True,False,False,11.108702659606934,7.263772010803223,0.2657020390033722
268,268,-4036.1796684265137,155,False,True,False,False,12.022032737731934,22.783292770385742,0.2850833535194397
269,269,-2543.768072128296,120,False,True,False,False,13.012579917907715,17.505332946777344,0.3111810088157654
270,270,-1401.5642156600952,135,False,True,False,False,10.052327156066895,7.115320682525635,0.28673821687698364
271,271,-2177.064905166626,112,False,True,False,False,11.327587127685547,17.22867202758789,0.2807411849498749
272,272,-2634.3983783721924,125,False,True,False,False,9.590842247009277,19.624433517456055,0.3247857987880707
273,273,-2125.5276584625244,143,False,True,False,False,13.22716999053955,10.959388732910156,0.3079855442047119
274,274,-2975.1759033203125,129,False,True,False,False,13.273865699768066,18.538114547729492,0.28022560477256775
275,275,-4200.492155075073,145,False,True,False,False,10.798369407653809,28.351633071899414,0.27814075350761414
276,276,-4917.001089096069,177,False,True,False,False,10.433930397033691,24.783733367919922,0.2861797511577606
277,277,-2183.3728437423706,164,False,True,False,False,10.086139678955078,11.344603538513184,0.3215320408344269
278,278,-1138.7961196899414,102,False,True,False,False,10.078534126281738,8.594804763793945,0.2871701121330261
279,279,-2764.689952850342,143,False,True,False,False,12.885805130004883,17.727848052978516,0.25247684121131897
280,280,-6958.539300918579,280,False,True,False,False,14.931159973144531,21.819747924804688,0.2947828471660614
281,281,-1728.7341966629028,165,False,True,False,False,10.837002754211426,6.073922157287598,0.28585660457611084
282,282,-4003.7433338165283,177,False,True,False,False,9.764117240905762,19.509702682495117,0.292385071516037
283,283,-3467.0742473602295,132,False,True,False,False,11.85750961303711,25.292247772216797,0.3327237367630005
284,284,-1687.8178043365479,167,False,True,False,False,12.51710319519043,7.56675910949707,0.33213692903518677
285,285,-3255.607978820801,110,False,True,False,False,10.699542045593262,27.589494705200195,0.27164116501808167
