episode_idx,seed,total_reward,steps,landed,crashed,truncated,out_of_bounds,impact_speed,lateral_dist,final_h_agl,mean_abs_alt_error,mean_speed,mean_ang_speed,mean_lateral,max_abs_roll_deg,max_abs_pitch_deg,max_abs_omega_xy
33,33,-1737.4155007538843,145,False,False,False,False,0.0,0.0,5.0,1.17429673014016,5.085288312106297,11.983505252892327,22.022665865952032,89.20351555797431,83.3059794214759,16.074466075593822
34,34,-1190.4070641616113,145,False,False,False,False,0.0,0.0,5.0,1.1720853924751282,5.09438427388668,11.793690386598692,9.57643536286041,88.5690823504565,84.094247198724,15.79865663924195
35,35,-1756.2148696741142,145,False,False,False,False,0.0,0.0,5.0,1.0054442831154526,5.301764678184329,16.46130802535791,20.29651479455659,67.33206238600418,81.10034613643181,13.166125263368645
36,36,-1633.5598738925341,146,False,False,False,False,0.0,0.0,5.0,1.0246151259092435,5.279152212077624,16.8448224218305,16.86602992318854,64.81996787817212,77.5724548017025,14.112133492252113
37,37,-1277.7955461249896,146,False,False,False,False,0.0,0.0,5.0,1.0747637748718262,5.357398325909082,14.806133156658454,9.662630711237986,77.13495836770234,85.54973995375873,13.626590929171108
38,38,-1463.3037630535089,146,False,False,False,False,0.0,0.0,5.0,0.999714120814245,6.092032976397505,17.420817483049586,11.678810854581705,60.175331774227566,53.478398948366625,14.572824343990183
39,39,-1426.705526766249,146,False,False,False,False,0.0,0.0,5.0,1.0464315585894128,5.348956187957362,15.31674233915499,12.923018948995484,74.10402811601706,88.38957918104727,13.736995949541868
40,40,-1655.7062595031382,146,False,False,False,False,0.0,0.0,5.0,0.9391077034277459,5.595216796057273,17.437767249147473,17.13235938691043,61.25861106059951,41.65266354821309,12.468783198873368
41,41,-1874.7793716863632,146,False,False,False,False,0.0,0.0,5.0,0.9404381182912278,5.572035281268293,17.391970679171973,22.184031646597674,61.454221659266054,40.753046482761626,12.243886327175089
42,42,-1150.8565294860505,147,False,False,False,False,0.0,0.0,5.0,1.0349283962428164,5.336942659551594,16.087949954021383,6.026943962671012,69.22438375874789,83.77225835415797,13.079566806702816
43,43,-1755.8397840828416,147,False,False,False,False,0.0,0.0,5.0,0.9445030863593225,5.472324073669457,17.018956475846487,19.545282284865138,63.96082836611124,39.864976353411244,10.967558784143925
44,44,-1586.3693759822397,147,False,False,False,False,0.0,0.0,5.0,1.0415281256039937,5.31525553778118,15.496020423464081,16.28032726082318,73.31215139803422,87.04433795716322,13.871157427114085
45,45,-1981.1680116492616,147,False,False,False,False,0.0,0.0,5.0,0.9446196304697568,5.480226190367929,17.06376105152553,24.613716885329293,63.63055227557177,39.648294213977856,11.037591106289453
46,46,-1797.7800648281893,148,False,False,False,False,0.0,0.0,5.0,1.0331220491915136,5.2159939776804,16.58628083824351,20.26086695624169,66.9885774130017,78.08323454049163,14.6592056291596
47,47,-1319.7584506153075,148,False,False,False,False,0.0,0.0,5.0,0.9612297923178286,5.439776334005433,16.764416560004005,9.555366600767107,65.81815902783957,41.99357420978286,10.549017037361125
48,48,-1551.1672771660844,148,False,False,False,False,0.0,0.0,5.0,0.9656194883423883,5.490441012271756,16.999902273990376,14.513937318929804,64.55928090752064,40.53400159643735,10.80153275472358
49,49,-1750.7506079476125,148,False,False,False,False,0.0,0.0,5.0,1.0446095162549534,5.296767344798994,15.580573267918096,19.687275396839965,72.9952425404904,86.17376766634453,13.927928151839652
50,50,-1064.6128082979076,149,False,False,False,False,0.0,0.0,5.0,1.008042148695696,5.329985495781738,17.235211091343203,3.1696623141919376,61.17767223535819,73.81507243025568,13.679305433050192
51,51,-1631.4649309955125,149,False,False,False,False,0.0,0.0,5.0,1.122072728088238,5.269144770533046,14.351904669190521,17.090968380154756,81.25546669495675,83.68438903252841,13.797431411802242
52,52,-1171.2518365074043,150,False,False,False,False,0.0,0.0,5.0,1.0475298468271892,5.199337120006482,16.1260942033514,6.03249063048437,69.16850144281267,80.17558101268006,14.662954260039687
53,53,-1060.5973966438412,150,False,False,False,False,0.0,0.0,5.0,1.0034819718201955,5.210489271829526,17.2467049131793,3.103473976671479,61.70408846435644,72.0142644727165,14.637522281293641
54,54,-1907.9499488887388,150,False,False,False,False,0.0,0.0,5.0,0.990348016222318,5.392837669998407,16.55250314836002,22.238835415631122,67.31021022493789,45.453457588695045,10.065932345757235
55,55,-1323.1973412241784,151,False,False,False,False,0.0,0.0,5.0,1.0558809434736012,5.2109797162725435,15.76711693939642,9.382707267982235,72.26643326535694,83.12389273784204,14.012292369023283
56,56,-1689.0386160577605,151,False,False,False,False,0.0,0.0,5.0,1.0007575493774667,5.34284115069552,16.320384386330918,17.277771431757944,68.52251010671675,48.01293544282653,10.03892817179175
57,57,-1130.2609964606775,153,False,False,False,False,0.0,0.0,5.0,1.0058506100006352,5.228747985721413,16.027068837131672,4.931572148935698,69.56734063051327,51.07395377907158,10.115797778030938
58,58,-1805.7584679672675,154,False,False,False,False,0.0,0.0,5.0,1.0835885446179996,5.1003507741472935,15.47425892321298,19.41295026043284,74.76970616444244,82.50291457549628,15.68069621764891
59,59,-1650.640894927309,154,False,False,False,False,0.0,0.0,5.0,1.0937709314869595,5.116648256778717,15.373860044958708,16.031867603443384,75.4496287198008,83.5339830012172,15.700950378941378
60,60,-1497.622422848474,154,False,False,False,False,0.0,0.0,5.0,1.114210762373813,5.135967297019897,15.15850807183484,12.700509675101388,76.87530294360629,85.61390584796492,15.66925482583376
61,61,-1476.1224577480734,154,False,False,False,False,0.0,0.0,5.0,1.016815265471285,5.161972192297508,15.777147902663863,12.439443178055017,71.04590227562399,54.76080922602022,10.201684262210199
62,62,-1505.1913892730613,154,False,False,False,False,0.0,0.0,5.0,1.0815491958872063,5.155147980656717,15.573569174151384,12.784992499062843,74.09878795654039,82.89876814646054,14.346303502005021
63,63,-1358.723139690299,155,False,False,False,False,0.0,0.0,5.0,1.0842394201986252,5.085155232058417,15.777082247203744,9.364132870967296,72.34878660605227,79.71819654618108,15.300745495132182
64,64,-1671.6286758115975,155,False,False,False,False,0.0,0.0,5.0,1.0869344394053182,5.125687101867891,15.49777839362553,16.20792161962347,74.82951720269863,82.70600345156345,14.44911609926126
65,65,-1867.4315322010302,156,False,False,False,False,0.0,0.0,5.0,1.0474850959502733,5.154330669830625,15.742019835347765,20.22023646835803,71.90836724797414,56.18594712639673,10.211662538264418
66,66,-1842.5773322414339,156,False,False,False,False,0.0,0.0,5.0,1.0947924722463658,5.105169815894885,15.441464736662864,19.64245236717936,75.36652353827199,82.50673077465227,14.520440454612812
67,67,-1842.4478085025637,157,False,False,False,False,0.0,0.0,5.0,1.1570697544486659,5.036363753353714,14.630736689637414,19.59988876938032,80.32929152644216,88.30605576609224,15.795027246226686
68,68,-1530.3505087728995,157,False,False,False,False,0.0,0.0,5.0,1.0948340621343844,5.025987144251158,15.62682255729824,12.743603599282192,73.27876398427188,79.35523683498214,15.48131825151067
69,69,-1915.1907576546037,157,False,False,False,False,0.0,0.0,5.0,1.3179792008202547,4.963317327296278,11.293848701292118,22.40793946781697,85.68324029506509,84.67110218728551,15.824003216741229
70,70,-1692.8763627097387,158,False,False,False,False,0.0,0.0,5.0,1.09213411732565,4.971283915723804,15.505970445687748,16.13808303947921,74.11101763835403,79.09625908583494,15.574919337233313
71,71,-1340.3372312498543,159,False,False,False,False,0.0,0.0,5.0,1.3469041747117192,4.946355387521614,11.151638845461704,9.770177112558182,88.58035290583707,85.6842844654802,15.121765551891901
72,72,-1879.0603832670354,160,False,False,False,False,0.0,0.0,5.0,1.112910377793014,4.943562374869361,15.388169160222436,19.547029419369274,75.0793375907739,78.95253905725339,15.643976288598227
73,73,-1391.2049454123712,160,False,False,False,False,0.0,0.0,5.0,1.2040732812136412,4.997659084200859,14.32662816404085,9.40773953623922,81.82123794121769,88.87650327175231,15.695598302804363
74,74,-1716.052777929787,164,False,False,False,False,0.0,0.0,5.0,1.124774246135863,4.9093803893320445,14.974326522270625,15.521281700813685,76.48247211858629,64.32631317764313,10.995794559256222
75,75,-1974.076049152509,175,False,False,False,False,0.0,0.0,5.0,1.2323766691344125,4.635845836997032,13.939916476812446,18.586537521934506,79.6921957904654,70.43893826136141,11.345627866354864
76,76,-1880.1981229769758,180,False,False,False,False,0.0,0.0,5.0,1.4154390648007393,4.547501784728633,12.415474246559013,15.7224190597781,86.44516997527708,88.69882565241967,15.904895963253994
77,77,-1454.8625307505408,182,False,False,False,False,0.0,0.0,5.0,1.2925086928592933,4.464490558092411,13.16964980557337,7.977955960046548,81.00460488699483,72.97113672369635,11.371411211772939
78,78,-2388.1113737427004,184,False,False,False,False,0.0,0.0,5.0,1.3395117793394171,5.013006993933864,13.34317566958519,23.427664530240005,87.81468406852059,78.21699002207106,16.29122926847396
79,79,-1523.4230749127319,193,False,False,False,False,0.0,0.0,5.0,1.648498223081154,4.496400458979483,10.858600866514916,6.777884998375035,79.10653948981304,81.66136327863754,12.408874237326655
80,80,-2167.9853052704298,223,False,False,False,False,0.0,0.0,5.0,1.6736875217858986,3.915824406550604,12.137957278546596,12.620459256823972,88.9745591777079,82.45436151429936,11.939405317961992
81,81,-2021.6866179677472,224,False,False,False,False,0.0,0.0,5.0,1.7581256010702677,3.977623940778098,12.089164531975896,9.68556708179982,86.11863100919246,86.89267647450413,12.124678297770618
82,82,-2511.1640877892,236,False,False,False,False,0.0,0.0,5.0,1.7461834715332014,3.804037870049982,11.899470906365913,15.506324549382382,86.51041933948616,81.59958318767181,16.807783369245715
83,83,-2757.194325009737,283,False,False,False,False,0.0,0.0,5.0,2.068528076574575,3.7350111469995007,12.07366834109069,10.332955458685154,86.66175038488534,81.98325805849875,18.792850399662143
84,84,-3792.4959979467917,312,False,False,False,False,0.0,0.0,5.0,2.474226530163716,4.049453234156737,10.774479082687805,16.12702189093473,88.64846813351329,84.78572731220669,13.026738933965351
85,85,-3834.598163988029,313,False,False,False,False,0.0,0.0,5.0,1.6750976269999251,3.677275933610936,18.74037176525066,16.93416557284609,84.33073381291001,86.21354368987221,13.032168849704883
86,86,-2482.3236360203605,318,False,False,False,False,0.0,0.0,5.0,0.7214511746318085,4.7516447562700925,16.82290368834938,8.338226495282147,83.60217416171005,87.35739009637855,10.373546255515922
87,87,-3587.501186328031,326,False,False,False,False,0.0,0.0,5.0,1.6789670706343798,4.030302557842863,15.863296967578707,14.20672950139728,76.3307697559434,85.63139643588556,12.566291465285415
88,88,-3541.414946644447,326,False,False,False,False,0.0,0.0,5.0,0.7576876913477306,5.0131491076406896,16.253363763411464,18.306003921307976,86.92064668985194,86.85679787989919,10.870509646514193
89,89,-3524.7093392895777,334,False,False,False,False,0.0,0.0,5.0,0.9407619395834244,5.051407466257761,14.9848042121796,16.839146696066603,86.33115473783337,89.44961577898803,11.64402592575905
90,90,-3530.041677782072,335,False,False,False,False,0.0,0.0,5.0,0.8426211035963315,5.008238592810595,17.463537932282616,15.849632266077725,85.87956149632392,87.12595850148628,11.686437211908894
91,91,-2673.4508957736643,336,False,False,False,False,0.0,0.0,5.0,0.9082729900699287,4.8217069137885815,18.316404707759403,6.486895545252147,86.83895383430809,88.87388353000337,11.63052793651218
92,92,-3421.9611623447154,341,False,False,False,False,0.0,0.0,5.0,1.0037342105443177,4.583052640458531,18.908531827533583,12.702010118666736,87.58572234586006,84.84050263032668,12.366470229267616
93,93,-4278.359020160751,344,False,False,False,False,0.0,0.0,5.0,1.0178199951905151,4.756935497637579,19.122061351858175,20.239972988380263,87.63982722262809,84.93592865173979,12.502417095744647
94,94,-2923.4064182894726,354,False,False,False,False,0.0,0.0,5.0,1.1205596142569505,4.555581284781634,17.121852293588475,7.230893702840954,87.71622844152883,88.54224339501786,15.213932854454292
95,95,-3964.6678819123454,397,False,False,False,False,0.0,0.0,5.0,0.8801854694970609,4.6690162459308615,14.149903760783296,16.441436475888175,85.71219632515738,80.78633296500391,15.310426911460722
96,96,-4482.55181155579,415,False,False,False,False,0.0,0.0,5.0,0.8315833659057158,4.555399013606899,13.46338656871649,20.094672953326185,89.03792156883924,84.63101920551175,15.21479932632431
97,97,-4300.916158748039,435,False,False,False,False,0.0,0.0,5.0,1.2986472934141926,5.2574858267759454,15.144930349524653,11.866285346410635,86.72645366365491,83.6052002308407,26.537093479450302
98,98,-1999.5163405211374,308,False,False,False,False,0.0,0.0,5.0,0.799209294284319,5.648275325534406,11.72595302832393,5.667345037211659,78.20891536151316,74.29718690060827,8.182962465422918
99,99,-2335.882144967035,280,False,False,False,False,0.0,0.0,5.0,0.771175358657326,5.865939615028245,14.077620377287701,10.13376316461163,88.17041533354947,79.65330398088098,17.523800014162934
100,100,-2162.7989389403333,285,False,False,False,False,0.0,0.0,5.0,0.7362846651621032,5.910535270027947,14.56210254734178,7.471092120117664,88.66480759017651,73.82626052789944,17.738101511549672
101,101,-2076.7577309841945,172,False,False,False,False,0.0,0.0,5.0,1.1095732240829357,6.254569233720039,16.48461087055683,18.193466861386145,83.60468296075217,82.38763075126641,11.549544967379491
102,102,-2889.626572938712,304,False,False,False,False,0.0,0.0,5.0,1.0066108897720512,5.464191319175849,15.205126501018569,12.220026919692817,87.67159504223629,80.53138146949537,15.53639597559645
103,103,-4960.306583072192,549,False,False,False,False,0.0,0.0,5.0,0.7123018141109869,6.017231170976966,13.477731108488477,13.04198712089181,89.2562572067772,88.356180449785,20.980169685377497
104,104,-2428.078451577742,262,False,False,False,False,0.0,0.0,5.0,1.126440719111275,5.751158843399915,9.133959294885578,14.33993044610464,87.1325870509133,67.47579116073474,11.370388490985096
105,105,-2536.437977095376,254,False,False,False,False,0.0,0.0,5.0,1.5703379077704873,6.772351625192118,13.319272272415272,9.574361177550944,87.12877335360473,81.50228798236868,12.67252131156286
106,106,-9101.574071114694,600,True,False,True,False,0.0,0.0,5.0,1.1711077813307444,7.596862345462044,12.41997768747481,29.028235794160178,88.66134349736632,86.0428045330021,13.315322722733939
107,107,-4529.584933868076,600,True,False,True,False,0.0,0.0,5.0,0.17145707607269287,4.198947289511562,4.473913780022951,20.22390250839568,70.87846631497727,87.00875992915806,14.14667597193967
108,108,-5543.206030931252,600,True,False,True,False,0.0,0.0,5.0,0.18714180787404378,5.8550419042631985,3.800317211597007,23.990303661756933,69.51214043613426,84.17712206806823,12.203601044371673
109,109,-3808.44694874779,600,True,False,True,False,0.0,0.0,5.0,0.18050808986028036,4.097674288327496,4.401988235676853,16.340639564559808,71.03169106710325,81.763148011034,14.0456071708485
110,110,-5908.249266382543,600,True,False,True,False,0.0,0.0,5.0,0.18356427431106567,4.713160227201879,3.7667841824420134,27.604961443251412,66.20687887644534,37.039354395222006,9.682523133705184
111,111,-4757.650890892493,600,True,False,True,False,0.0,0.0,5.0,0.14886764129002888,4.889939819400509,3.1710535423539095,21.58935032865527,68.88316029958146,83.8079840270624,9.575664026202116
112,112,-3281.7720120735635,600,True,False,True,False,0.0,0.0,5.0,0.1829151701927185,4.496108326688409,4.231272875535837,12.982882299006148,85.38740120133193,69.53214794888206,13.686106583984799
113,113,-4843.677182607788,600,True,False,True,False,0.0,0.0,5.0,1.234162337432305,3.2950522247701883,4.664172437003617,15.951906512582806,81.96143371000638,86.07451967457087,13.56314998768391
114,114,-8452.239980972221,600,True,False,True,False,0.0,0.0,5.0,2.545216013044119,4.205953152279059,9.777151743299493,22.552462997993278,85.92544850740964,87.52715038306829,12.891152669782006
115,115,-5209.2149358180495,600,True,False,True,False,0.0,0.0,5.0,0.164384016195933,3.7585140679900846,3.6790129010648274,25.18316996632459,64.9212638833952,31.587079822549825,9.837951911249988
116,116,-4852.455190394233,600,True,False,True,False,0.0,0.0,5.0,0.18240026632944742,4.14132420728604,3.8769679390828196,22.43698599643292,64.01486468380091,33.90404300312473,9.784132920116225
117,117,-4611.782405700854,600,True,False,True,False,0.0,0.0,5.0,0.17708263635635377,4.823567749783397,3.82089820849938,20.261427947206798,66.82019982450315,37.17856768672285,9.679408804729984
118,118,-3212.224307545187,600,True,False,True,False,0.0,0.0,5.0,0.15720430453618367,4.922850390399495,4.0321421093297785,12.333010466001904,73.22816505980256,84.64992671627068,13.053998015503657
119,119,-4773.159299000745,600,True,False,True,False,0.0,0.0,5.0,1.4244764523208142,2.980701375131806,4.187143645005886,15.0305783687916,82.59673882748841,89.92548326236474,12.762862145427762
120,120,-6174.842440214347,600,True,False,True,False,0.0,0.0,5.0,1.7951240809758504,4.244486241216461,11.683396160643891,13.576501695999523,89.90325241222041,86.43159534667849,13.247885786913008
121,121,-5049.307479406945,600,True,False,True,False,0.0,0.0,5.0,0.1297122534116109,4.2845824451868735,2.491219757708086,24.625762690725253,65.96981114796367,23.966226394498552,9.914742692454631
122,122,-4343.659748313966,600,True,False,True,False,0.0,0.0,5.0,0.12316199541091918,3.9369843216240406,2.95662386333409,20.90072859509274,65.9201512831082,25.032377744962666,9.903902226972667
123,123,-3691.6506215987065,600,True,False,True,False,0.0,0.0,5.0,0.13399579445521037,3.6625541054457424,3.4088374592303765,17.268186088314316,65.7603197476604,26.802843782702006,9.89316710443199
124,124,-3248.4444819024197,600,True,False,True,False,0.0,0.0,5.0,0.15260009050369264,3.6885746234407026,4.058519886518581,14.207810121361508,65.05860017416462,30.063740538646385,9.84607966176411
125,125,-3550.358616257501,600,True,False,True,False,0.0,0.0,5.0,0.1298002314567566,5.279904849082231,3.7317528532317246,14.128415549918866,67.16158978961357,38.09184410374018,9.572252249566354
126,126,-4749.738760875071,600,True,False,True,False,0.0,0.0,5.0,1.6089625652631123,4.854131062080463,4.034125002097947,11.273703638817018,86.73114358751461,85.76128932186731,12.105961589224021
127,127,-4665.399906216197,600,True,False,True,False,0.0,0.0,5.0,1.5135489696264266,4.629339307546616,5.865344294241761,10.506518797435389,87.05758574946506,87.89307288397569,12.418503742411449
128,128,-4718.598574835882,600,True,False,True,False,0.0,0.0,5.0,0.14117078383763632,3.8414364258075753,3.2445403928590197,22.795765596830353,67.34530509511627,28.786595117475713,9.83829364258975
129,129,-4167.15277238563,600,True,False,True,False,0.0,0.0,5.0,0.14838881651560465,3.782090125766893,3.578491211577243,19.537462469996175,68.2641690633969,29.619350872789084,9.899636121570703
130,130,-3475.952256493551,600,True,False,True,False,0.0,0.0,5.0,0.15146166880925496,3.162108923755586,4.729789641764302,15.728762216933777,70.12439810335732,30.4536499440079,10.03533361309785
131,131,-6484.988824329925,600,True,False,True,False,0.0,0.0,5.0,2.0765839252869287,3.775912634159128,6.8531208391522505,17.320299425362204,87.78994097922326,88.65413169694816,11.590870775878741
132,132,-5736.154337324971,600,True,False,True,False,0.0,0.0,5.0,0.6898924414316813,4.07131345577538,6.461719815777504,22.283084574694524,89.04282845796912,88.57974468872287,11.513228939813063
133,133,-5640.215690398849,600,True,False,True,False,0.0,0.0,5.0,1.9603656788667043,3.1084936666612824,6.970943549271918,14.208478363658292,88.44109752879568,88.97474128809063,16.128678429246698
134,134,-5723.555352742378,600,True,False,True,False,0.0,0.0,5.0,1.3543994883696238,2.901851829700172,3.654875576142477,21.24579046218324,86.98870380910384,81.95821124238432,12.450157718195431
135,135,-3026.2733950020684,224,False,False,False,False,0.0,0.0,5.0,1.171304968451815,8.708799381673868,12.132370353791611,22.211945770706528,84.20476410911166,76.12176194451162,12.035762856226075
136,136,-3242.8707115250636,277,False,False,False,False,0.0,0.0,5.0,0.7498843780708657,6.058904120638052,13.797733719930994,21.444551261442797,77.52946739195917,87.0373388408443,10.08090621819149
137,137,-3449.9651985928112,382,False,False,False,False,0.0,0.0,5.0,0.5040085385139076,5.532901899060185,12.693760924563959,15.618791854790722,88.0009232965239,86.37473255187777,8.970887966233962
138,138,-3587.4154814883073,600,True,False,True,False,0.0,0.0,5.0,0.09466028849283854,2.0567940946420036,2.1648228560000167,19.944746507817058,18.6826072076357,17.890459773454214,1.0088412399932831
139,139,-2628.9353121576464,600,True,False,True,False,0.0,0.0,5.0,0.09500260988871256,1.9522164042045673,2.131106609354265,14.779970952858017,17.09791370221391,18.151101951640644,1.0087920263729477
140,140,-4548.940231599156,600,True,False,True,False,0.0,0.0,5.0,0.0943465781211853,2.1244172569612663,2.206754281998837,25.1699953186576,19.397965138734584,17.84339398534728,1.038784496462353
141,141,-2621.4914019763405,600,True,False,True,False,0.0,0.0,5.0,0.09329181671142578,1.9533074258640408,2.143283130007401,14.740225504527407,19.350724135917204,18.035402771610663,0.9688417281496221
142,142,-3583.5184195591883,600,True,False,True,False,0.0,0.0,5.0,0.09332313696543376,2.040341798948745,2.154400792129172,19.960549282644912,20.460911524353886,18.064933169913495,1.221183760254667
143,143,-4555.611353335446,600,True,False,True,False,0.0,0.0,5.0,0.09365724484125773,2.119695630632341,2.1770039507973293,25.238059788271265,20.60088023788005,18.14532089389147,1.2807673693760218
144,144,-1222.171975986668,600,True,False,True,False,0.0,0.0,5.0,0.09783470789591471,1.904472113288939,2.0918262615130203,7.037012888507919,17.65627306517663,19.519525578228336,0.9620190589160532
145,145,-2177.645421989833,600,True,False,True,False,0.0,0.0,5.0,0.09638863245646159,1.9746823434407512,2.1738373483654807,12.20506493907652,18.029712117200543,20.166826326074805,1.0360692714901365
