step,error,relay_state
209.0,0.08249411100128218,-0.22
210.0,0.06508508309302999,-0.22
211.0,0.04714988864082032,-0.22
212.0,0.028700602663314947,-0.22
213.0,0.009726147874242702,-0.22
214.0,-0.009761259202670354,0.22
215.0,-0.02954958844105257,0.22
216.0,-0.04946219025461234,0.22
217.0,-0.06932880935033295,0.22
218.0,-0.08902269341805367,0.22
219.0,-0.1084731125452799,0.22
220.0,-0.12762513701759914,0.22
221.0,-0.14654188916115002,0.22
222.0,-0.16507853304941308,0.22
223.0,-0.18319690439412503,0.22
224.0,-0.2008740597590879,0.22
225.0,-0.21808590742770914,0.22
226.0,-0.23482092501564328,0.22
227.0,-0.2510555397758852,0.22
228.0,-0.26679036680994683,0.22
229.0,-0.2820128574932091,0.22
230.0,-0.2967236322267477,0.22
231.0,-0.31091116097364013,0.22
232.0,-0.3245648184031801,0.22
233.0,-0.3376953693996101,0.22
234.0,-0.3502919232975044,0.22
235.0,-0.3623550601385016,0.22
236.0,-0.37389621315856036,0.22
237.0,-0.3849039434978571,0.22
238.0,-0.39537918820948215,0.22
239.0,-0.40532102743312165,0.22
