method,loop,kp_tested,estimated_Ku,oscillation_detected,Tu_s,median_amplitude,max_abs_signal,rms_signal,final_abs_signal,zero_crossings,steps,crashed,truncated
relay-autotune,pitch,0.22,nan,False,nan,nan,0.6691141289479311,0.36571157280783184,0.24304719957889373,3,522,False,False
