step,error,relay_state
0.0,-0.13962634689801146,0.04
1.0,-0.13962634689801146,0.04
2.0,-0.13961334043349735,0.04
3.0,-0.13957737643914994,0.04
4.0,-0.1395284290295416,0.04
5.0,-0.13944989865648758,0.04
6.0,-0.13934273154907365,0.04
7.0,-0.1391998448289351,0.04
8.0,-0.1390095572436679,0.04
9.0,-0.1387716308920459,0.04
10.0,-0.13849178270319007,0.04
11.0,-0.13815887088375112,0.04
12.0,-0.13776637495969338,0.04
13.0,-0.13730247249056507,0.04
14.0,-0.13677925304666935,0.04
15.0,-0.13618480852132508,0.04
16.0,-0.1355067686004479,0.04
17.0,-0.13475726146795144,0.04
18.0,-0.1339246803099165,0.04
19.0,-0.13300893826637397,0.04
20.0,-0.13202172499104178,0.04
21.0,-0.13093930136405557,0.04
22.0,-0.1297736089741934,0.04
23.0,-0.12852505356749644,0.04
24.0,-0.12718104494659033,0.04
25.0,-0.1257536765615371,0.04
26.0,-0.1242312431208279,0.04
27.0,-0.12262549630178612,0.04
28.0,-0.12092458018102252,0.04
29.0,-0.11912849601970918,0.04
30.0,-0.1172373910461439,0.04
31.0,-0.1152508703133508,0.04
32.0,-0.11316889921916902,0.04
33.0,-0.11099184757613677,0.04
34.0,-0.10871949701348037,0.04
35.0,-0.10635194447764046,0.04
36.0,-0.1038892172832288,0.04
37.0,-0.10133116047731883,0.04
38.0,-0.09867814175889122,0.04
39.0,-0.09592969501009835,0.04
40.0,-0.09308602879447016,0.04
41.0,-0.09013534072708014,0.04
42.0,-0.08708948754120546,0.04
43.0,-0.08394855506451558,0.04
44.0,-0.08071224192874484,0.04
45.0,-0.0773686158114757,0.04
46.0,-0.07392988905774121,0.04
47.0,-0.07039576639025796,0.04
48.0,-0.06675448696252388,0.04
49.0,-0.06301794856566227,0.04
50.0,-0.05918599344020874,0.04
51.0,-0.05525882057590035,0.04
52.0,-0.0512244349427872,0.04
53.0,-0.04709472107655426,0.04
54.0,-0.04286979817995751,0.04
55.0,-0.03853766089980916,0.04
56.0,-0.034110204732754196,0.04
57.0,-0.029587455570624102,0.04
58.0,-0.024957487753348377,0.04
59.0,-0.020232175996610164,0.04
60.0,-0.015411539825867968,0.04
61.0,-0.010483656208524128,0.04
62.0,-0.0054604305985332105,0.04
63.0,-0.0003299491356963654,0.04
64.0,0.004895864865712735,0.04
65.0,0.010217042467858033,0.04
66.0,0.01564552578132955,0.04
67.0,0.021169365950088528,-0.04
68.0,0.026752819123793334,-0.04
69.0,0.03234816494753565,-0.04
70.0,0.03793161126580207,-0.04
71.0,0.04349126681645415,-0.04
72.0,0.04901505431731274,-0.04
73.0,0.05449117474474823,-0.04
74.0,0.05990775818601293,-0.04
75.0,0.06526440368014791,-0.04
76.0,0.07054999507215305,-0.04
77.0,0.0757559801308649,-0.04
78.0,0.08088681572035643,-0.04
79.0,0.08593438391944569,-0.04
80.0,0.0908985847152129,-0.04
81.0,0.09576844894392689,-0.04
82.0,0.10056569051719957,-0.04
83.0,0.10526751973954737,-0.04
84.0,0.10987404112585775,-0.04
85.0,0.11439664318853876,-0.04
86.0,0.11882378656722062,-0.04
87.0,0.12315571640649067,-0.04
88.0,0.127392273862209,-0.04
89.0,0.13153321603869803,-0.04
90.0,0.1355790436023296,-0.04
91.0,0.13952936173336278,-0.04
92.0,0.14337220885841412,-0.04
93.0,0.1471195105465417,-0.04
94.0,0.15077117849428195,-0.04
95.0,0.15432769436265462,-0.04
96.0,0.15778860119373106,-0.04
97.0,0.16115385639289342,-0.04
98.0,0.16442344441779372,-0.04
99.0,0.16759739764342302,-0.04
100.0,0.17067565864728163,-0.04
101.0,0.1736584198830692,-0.04
102.0,0.17654625481912686,-0.04
103.0,0.1793386896869872,-0.04
104.0,0.18203542639281975,-0.04
105.0,0.18463626791844437,-0.04
106.0,0.1871409772453504,-0.04
107.0,0.1895496166966748,-0.04
108.0,0.19185115959784815,-0.04
109.0,0.19405671528616092,-0.04
110.0,0.1961664056782008,-0.04
111.0,0.19818001878332064,-0.04
112.0,0.20009777902883955,-0.04
113.0,0.20191970677493984,-0.04
114.0,0.20364536488592577,-0.04
115.0,0.20527491026187428,-0.04
116.0,0.2068078467148396,-0.04
117.0,0.2082561077498609,-0.04
118.0,0.20960802948111731,-0.04
119.0,0.21086361267496395,-0.04
120.0,0.21202207258807323,-0.04
121.0,0.21308309423776,-0.04
122.0,0.21404700296946724,-0.04
123.0,0.2149134058436808,-0.04
124.0,0.21568127042108357,-0.04
125.0,0.21636116836340707,-0.04
126.0,0.2169406738950134,-0.04
127.0,0.21742975254491761,-0.04
128.0,0.21782610581942696,-0.04
129.0,0.21812488661949098,-0.04
130.0,0.21832944470342786,-0.04
131.0,0.2184373620563474,-0.04
132.0,0.21845302039678202,-0.04
133.0,0.21837443099603257,-0.04
134.0,0.21820025918068783,-0.04
135.0,0.2179374470799595,-0.04
136.0,0.21757527843966712,-0.04
137.0,0.21711886697390603,-0.04
138.0,0.21657103459980714,-0.04
139.0,0.21592243441932968,-0.04
140.0,0.21518497728418912,-0.04
141.0,0.21434969483502747,-0.04
142.0,0.2134160427713155,-0.04
143.0,0.21239608814970715,-0.04
144.0,0.21127898738676118,-0.04
145.0,0.21006489166409076,-0.04
146.0,0.20875369919788478,-0.04
147.0,0.20734585398420866,-0.04
148.0,0.20584140076385887,-0.04
149.0,0.2042525498508368,-0.04
150.0,0.20256736589728322,-0.04
151.0,0.20078573531903846,-0.04
152.0,0.19890787700177123,-0.04
153.0,0.1969342817811173,-0.04
154.0,0.19486381454041898,-0.04
155.0,0.19269708822604992,-0.04
156.0,0.19044619947284078,-0.04
157.0,0.1880995879754739,-0.04
158.0,0.1856568697517743,-0.04
159.0,0.18311819242578775,-0.04
160.0,0.18048339628838533,-0.04
161.0,0.17775309364636394,-0.04
162.0,0.1749262562948946,-0.04
163.0,0.17200337032957816,-0.04
164.0,0.16899573905516166,-0.04
165.0,0.16589281695931193,-0.04
166.0,0.1626936798757161,-0.04
167.0,0.15939850498543215,-0.04
168.0,0.15600791866129374,-0.04
169.0,0.15252123897350137,-0.04
170.0,0.14895062568917378,-0.04
171.0,0.14528404205330778,-0.04
172.0,0.14152143471431847,-0.04
173.0,0.13766290580851723,-0.04
174.0,0.13370839816690952,-0.04
175.0,0.1296579527328874,-0.04
176.0,0.12552397913130103,-0.04
177.0,0.12129397231640565,-0.04
178.0,0.11696812222125828,-0.04
179.0,0.11254626764895725,-0.04
180.0,0.10802830949465267,-0.04
181.0,0.10341477509367167,-0.04
182.0,0.09871699090360489,-0.04
183.0,0.09392344215215563,-0.04
184.0,0.0890339565720115,-0.04
185.0,0.08404878516583586,-0.04
186.0,0.07896737584237769,-0.04
187.0,0.07380214027985417,-0.04
188.0,0.06854095550433888,-0.04
189.0,0.06318400505215661,-0.04
190.0,0.0577308475188532,-0.04
191.0,0.052181990089575414,-0.04
192.0,0.04654912209286646,-0.04
193.0,0.04082041879139824,-0.04
194.0,0.03499581811379447,-0.04
195.0,0.029075232164965017,-0.04
196.0,0.023070722883853104,-0.04
197.0,0.016970229379843632,-0.04
198.0,0.010773866114871272,-0.04
199.0,0.004481572201612128,-0.04
200.0,-0.0018946352722800381,-0.04
201.0,-0.008366804415709772,-0.04
202.0,-0.014934895409477728,-0.04
203.0,-0.02159890231050528,0.04
204.0,-0.02831092844098266,0.04
205.0,-0.035031215794561005,0.04
206.0,-0.041731357712850886,0.04
207.0,-0.04840641731446885,0.04
208.0,-0.05503460761908117,0.04
209.0,-0.061603018933192616,0.04
210.0,-0.06811143294736285,0.04
211.0,-0.07454803018262111,0.04
212.0,-0.08090070340328452,0.04
213.0,-0.08717145071896715,0.04
214.0,-0.09335600237651087,0.04
215.0,-0.09945677635349655,0.04
216.0,-0.10546160065514942,0.04
217.0,-0.1113708235050469,0.04
218.0,-0.11719585651230215,0.04
219.0,-0.12292488822751897,0.04
220.0,-0.1285459094514217,0.04
221.0,-0.13407080302473726,0.04
222.0,-0.1394998592310154,0.04
223.0,-0.144820559363672,0.04
224.0,-0.1500331497061774,0.04
225.0,-0.15514954231094125,0.04
226.0,-0.16015774680291445,0.04
227.0,-0.16506987380985752,0.04
228.0,-0.16987390329728771,0.04
229.0,-0.17456966214056993,0.04
230.0,-0.17916904705594178,0.04
231.0,-0.18366009776185385,0.04
232.0,-0.18805480465782284,0.04
233.0,-0.19234112174822401,0.04
234.0,-0.19651902095289897,0.04
235.0,-0.20060038793681312,0.04
236.0,-0.20457332990502786,0.04
237.0,-0.20844980064682778,0.04
238.0,-0.21221807695533007,0.04
239.0,-0.21587816702621193,0.04
240.0,-0.2194414543875054,0.04
241.0,-0.222896019218652,0.04
242.0,-0.2262535423416998,0.04
243.0,-0.22950223649086793,0.04
244.0,-0.23265379285993,0.04
245.0,-0.23569625239483097,0.04
246.0,-0.23864143618397826,0.04
247.0,-0.24147723245030486,0.04
248.0,-0.24421559209648155,0.04
249.0,-0.2468443657374798,0.04
250.0,-0.2493752769550883,0.04
251.0,-0.2517963284542228,0.04
252.0,-0.2541191337292563,0.04
253.0,-0.2563436391603875,0.04
254.0,-0.25845769811690084,0.04
255.0,-0.26047328567127004,0.04
256.0,-0.26238972032311253,0.04
257.0,-0.26419486949680404,0.04
258.0,-0.26589978806668385,0.04
259.0,-0.26750337185056844,0.04
260.0,-0.2690052380046393,0.04
261.0,-0.2704053650349633,0.04
262.0,-0.27170260256176965,0.04
263.0,-0.2728966453172394,0.04
264.0,-0.27398550560595997,0.04
265.0,-0.27496924490293584,0.04
266.0,-0.2758543587505429,0.04
267.0,-0.27663958723117626,0.04
268.0,-0.27732205289826356,0.04
269.0,-0.27789747506443524,0.04
270.0,-0.27837155086479776,0.04
271.0,-0.2787461859757574,0.04
272.0,-0.2790222689879925,0.04
273.0,-0.279195598031428,0.04
274.0,-0.27926713685099225,0.04
275.0,-0.279237360335792,0.04
276.0,-0.2791053215396385,0.04
277.0,-0.27887195063765435,0.04
278.0,-0.27853908512391773,0.04
279.0,-0.2781073896203558,0.04
280.0,-0.27757437002849195,0.04
281.0,-0.2769354870180585,0.04
282.0,-0.2761950688662343,0.04
283.0,-0.2753547882922939,0.04
284.0,-0.27441626461823165,0.04
285.0,-0.27337107100908903,0.04
286.0,-0.2722222039533261,0.04
287.0,-0.2709801620424958,0.04
288.0,-0.2696363424693883,0.04
289.0,-0.26819003194456975,0.04
290.0,-0.2666424577721068,0.04
291.0,-0.26499444939332567,0.04
292.0,-0.2632469429631962,0.04
293.0,-0.26138856380568354,0.04
294.0,-0.259430883050787,0.04
295.0,-0.2573743795062429,0.04
296.0,-0.2552190967390708,0.04
297.0,-0.25296540473163026,0.04
298.0,-0.25060159880696736,0.04
299.0,-0.24814025178639354,0.04
