step,error,relay_state
0.0,0.13962634689801146,-0.08
1.0,0.13963825773857041,-0.08
2.0,0.13966583019371928,-0.08
3.0,0.13971479235604217,-0.08
4.0,0.13979840338748217,-0.08
5.0,0.13991747485803055,-0.08
6.0,0.14004806705898312,-0.08
7.0,0.1402381875973318,-0.08
8.0,0.14048650018605877,-0.08
9.0,0.14080607035564277,-0.08
10.0,0.14120920919825525,-0.08
11.0,0.14169506308530322,-0.08
12.0,0.14226433386866766,-0.08
13.0,0.14293983788808284,-0.08
14.0,0.14371042772701326,-0.08
15.0,0.14458751746704734,-0.08
16.0,0.14557179313547658,-0.08
17.0,0.14667406763274615,-0.08
18.0,0.14789511936474334,-0.08
19.0,0.14923494349589064,-0.08
20.0,0.1506936894636698,-0.08
21.0,0.15226990779696142,-0.08
22.0,0.1539772056051779,-0.08
23.0,0.15581461489081028,-0.08
24.0,0.15778258506933834,-0.08
25.0,0.15988077892693647,-0.08
26.0,0.16210962645121102,-0.08
27.0,0.16446896834551433,-0.08
28.0,0.16697062316993405,-0.08
29.0,0.16960240723829148,-0.08
30.0,0.17237682555356368,-0.08
31.0,0.17529350433792204,-0.08
32.0,0.17834074397728947,-0.08
33.0,0.18152982144704122,-0.08
34.0,0.18486121497823607,-0.08
35.0,0.18833492842377356,-0.08
36.0,0.19195092025450297,-0.08
37.0,0.1957087835062215,-0.08
38.0,0.1996087375113761,-0.08
39.0,0.20365057478942336,-0.08
40.0,0.2078346888132374,-0.08
41.0,0.21216087948415888,-0.08
42.0,0.21662892663354952,-0.08
43.0,0.22123910898501747,-0.08
44.0,0.22600332451007998,-0.08
45.0,0.2309097488714791,-0.08
46.0,0.23595807248539605,-0.08
47.0,0.24114778961717231,-0.08
48.0,0.24649034074911602,-0.08
49.0,0.2519748282301339,-0.08
50.0,0.2576013512563399,-0.08
51.0,0.26337025129478403,-0.08
52.0,0.269292875259063,-0.08
53.0,0.2753572334204925,-0.08
54.0,0.28156264691658234,-0.08
55.0,0.2879217475214855,-0.08
56.0,0.2944225434928783,-0.08
57.0,0.3010649592256904,-0.08
58.0,0.30784855480363005,-0.08
59.0,0.3147855013507638,-0.08
60.0,0.3218640846698982,-0.08
61.0,0.3290834689771526,-0.08
62.0,0.33645624238205596,-0.08
63.0,0.3439702670362508,-0.08
64.0,0.35162455980617147,-0.08
65.0,0.35943243920809015,-0.08
66.0,0.36738112784755983,-0.08
67.0,0.3754710749223272,-0.08
68.0,0.38371423900404356,-0.08
69.0,0.3920980246952975,-0.08
70.0,0.40062236379718685,-0.08
71.0,0.4092863257899053,-0.08
72.0,0.4181033188730624,-0.08
73.0,0.42705963341850384,-0.08
74.0,0.43615661991193805,-0.08
75.0,0.4454057013826909,-0.08
76.0,0.4547945274006927,-0.08
77.0,0.4643231273992059,-0.08
78.0,0.47399050957680494,-0.08
79.0,0.48380997689326777,-0.08
80.0,0.49376833253496644,-0.08
81.0,0.5038638550028979,-0.08
82.0,0.5141107301672665,-0.08
83.0,0.5244948592284642,-0.08
84.0,0.5350192437686879,-0.08
85.0,0.545682207678973,-0.08
86.0,0.5564819470960095,-0.08
87.0,0.5674309106299968,-0.08
88.0,0.5785163430662755,-0.08
89.0,0.5897396832008105,-0.08
90.0,0.601099846380189,-0.08
91.0,0.6126083582783521,-0.08
92.0,0.6242520217415298,-0.08
93.0,0.6360318423283139,-0.08
94.0,0.647947181951764,-0.08
95.0,0.6599967716355498,-0.08
96.0,0.6721914124707613,-0.08
97.0,0.6845196370902963,-0.08
98.0,0.6969826591155005,-0.08
99.0,0.709576849233799,-0.08
100.0,0.7223026714886094,-0.08
101.0,0.7351603983633214,-0.08
102.0,0.7481591208026497,-0.08
103.0,0.7612879361257463,-0.08
104.0,0.7745440110790206,-0.08
105.0,0.7879275759745706,-0.08
106.0,0.8014386387550222,-0.08
107.0,0.8150741173757744,-0.08
108.0,0.8288331421266977,-0.08
109.0,0.8427149984958494,-0.08
110.0,0.8567299020532542,-0.08
111.0,0.8708635747582587,-0.08
112.0,0.8851145014861487,-0.08
113.0,0.899480119294005,-0.08
114.0,0.913958289876044,-0.08
115.0,0.9285455009599534,-0.08
116.0,0.943240518540812,-0.08
117.0,0.9580400764981748,-0.08
118.0,0.9729411741361764,-0.08
119.0,0.9879383811098935,-0.08
120.0,1.0030273201840247,-0.08
121.0,1.0182040949009923,-0.08
122.0,1.0334631203296805,-0.08
123.0,1.048809554206514,-0.08
124.0,1.0642217872768753,-0.08
125.0,1.07969423050423,-0.08
126.0,1.0952202485135172,-0.08
127.0,1.1107849637745846,-0.08
128.0,1.1263756544090067,-0.08
129.0,1.141981516922688,-0.08
130.0,1.1575844049558766,-0.08
131.0,1.1731638467564232,-0.08
132.0,1.188696240749356,-0.08
133.0,1.2041575564688631,-0.08
