method,loop,kp_tested,estimated_Ku,oscillation_detected,Tu_s,median_amplitude,max_abs_signal,rms_signal,final_abs_signal,zero_crossings,steps,crashed,truncated
relay-autotune,roll,0.04,nan,False,nan,nan,0.38395674788059275,0.17219772701580777,0.3725133431882321,2,465,False,False
